Project Name,Funding ($M),Tasks Required,"Free to Join(Yes=1, No=0)","VC Backing(Yes=1, No=0)",Airdrop Longevity (Days),Token Utility,Team Size,"GitHub Activity(Low=0, Medium=1, High=2)",Twitter Followers,Community Size,"Market Condition(Bull=1, Bear= -1, Neutral=0)",Blockchain,Sector,Initial Value ($),Peak Value ($),Average value($),Success Score (0-10)
Phoenixcoin,-0.2074852202393529,Mining,1,0,-0.2559870639605653,Currency,-0.49584012606167405,0,-0.6319485095399988,-0.6075625569469185,-1,Phoenixcoin,Currency,-0.1263462977073382,-0.08531641445738493,-0.09425077761952141,0.2
Potcoin,-0.2074852202393529,Mining,1,0,-0.2559870639605653,Industry,-0.4770066438667971,0,-0.5639517289327718,-0.5474825502878063,-1,Potcoin,Industry,-0.12636570638251324,-0.08526702796549969,-0.09420339868289361,1.5
Primecoin,-0.2074852202393529,Mining,1,0,-0.2559870639605653,Currency,-0.49584012606167405,0,-0.6247148094754001,-0.601810215883812,-1,Primecoin,Currency,-0.12511120019620106,-0.08339034127386026,-0.09224846515122288,1.2
Quark,-0.2074852202393529,Mining,1,0,-0.2559870639605653,Currency,-0.49584012606167405,0,-0.6276082895012396,-0.6037276629048475,-1,Quark,Currency,-0.12636570638251324,-0.08530851261868329,-0.09424446173155988,0.8
Hextra,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,DeFi,-0.514673608256551,0,-0.578419129061969,-0.560265530428043,-1,Ethereum,DeFi,-0.1263462977073382,-0.08535592365089313,-0.09428988528491787,0.0
Sia,-0.20257343215288304,Mining,1,0,-0.2559870639605653,"Utility, Storage",-0.23217137533339682,2,-0.2890711264780241,-0.2918229474830741,-1,Sia,Storage,-0.12637138783106447,-0.08534723162832132,-0.09428322798703744,7.8
Hoge Finance,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Meme,-0.514673608256551,0,-0.20226672570284063,-0.22790804678189103,1,Ethereum,Meme,-0.12637150209018727,-0.08536562315789939,-0.09430144146903184,1.8
Terracoin,-0.2074852202393529,Mining,1,0,-0.2559870639605653,Currency,-0.4770066438667971,0,-0.6276082895012396,-0.6037276629048475,-1,Terracoin,Currency,-0.12599341270415618,-0.08402248836999143,-0.09294262621200997,0.5
Vertcoin,-0.2074852202393529,Mining,1,0,-0.2559870639605653,Currency,-0.42050619728216626,1,-0.5494843288035746,-0.5346995701475697,-1,Vertcoin,Currency,-0.12624547342071477,-0.08339034127386026,-0.09233645739836491,3.0
Zcash,-0.2074852202393529,Mining,1,0,-0.2559870639605653,Privacy,-0.04383655338462737,2,-0.20226672570284063,-0.22790804678189103,-1,Zcash,Privacy,14.626742236395845,0.5451870992238458,1.6743288622872923,4.0
Zetacoin,-0.2074852202393529,Mining,1,0,-0.2559870639605653,Currency,-0.49584012606167405,0,-0.6290550295141594,-0.6050059609188712,-1,Zetacoin,Currency,-0.12637099965756096,-0.0853499972718669,-0.09428593541071284,0.5
IRON Titanium,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Stablecoin,-0.42050619728216626,0,-0.46267992802839103,-0.4516101992360318,1,Polygon,Stablecoin,0.03746796198409571,-0.07268532529281395,-0.06904002112169613,0.0
Kishu Inu,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Meme,-0.514673608256551,0,0.17388567765628776,0.1555813574252074,1,Ethereum,Meme,-0.1263715037789938,-0.0853658009455168,-0.09430161758082156,1.8
Klima DAO,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Carbon Credits,-0.514673608256551,1,-0.37587552725320755,-0.3557378481842572,1,Polygon,DeFi,8.562161395995936,0.6716303466678081,1.3290218645194753,2.2
Kusama,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,"Governance, Staking",0.2386656795385268,2,-0.11546232492765715,-0.1000782453795249,-1,Kusama,Layer 1,-0.12259059303061508,0.037310244893685354,0.027420990961932158,9.2
NuBits,-0.2074852202393529,Peercoin Holders,1,0,-0.2559870639605653,Stablecoin,-0.42050619728216626,0,-0.5928865291911662,-0.5730485105682797,-1,NuBits,Stablecoin,-0.12385089661340808,-0.08516430406237838,-0.09390663016403261,0.2
Neutrino USD,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Stablecoin,-0.23217137533339682,1,-0.49161472828678554,-0.4835676495866233,-1,Waves,Stablecoin,-0.12385089661340808,-0.08516627952205377,-0.09390858554730243,1.0
Gridcoin,-0.2074852202393529,Scientific Computing,1,0,-0.2559870639605653,Computing,-0.4581731616719202,0,-0.6189278494237213,-0.5954187258136937,-1,Gridcoin,Computing,-0.12637049553612784,-0.08533814451381444,-0.0942741640034285,2.2
Einsteinium,-0.2074852202393529,Scientific Funding,1,0,-0.2559870639605653,Charity,-0.4770066438667971,0,-0.5928865291911662,-0.5730485105682797,-1,Einsteinium,Charity,-0.1263712517182775,-0.08479686856275212,-0.09373844764899514,1.8
Olympus DAO,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Reserve Currency,-0.514673608256551,1,-0.2890711264780241,-0.2918229474830741,1,Ethereum,DeFi,1.1339320790140042,0.19421310507279302,0.28020511855154373,2.0
Friend.tech,-0.2074852202393529,Social,1,0,-0.2559870639605653,"Governance, Social",-0.3263387863077815,1,0.3764292794650492,0.3473260595287566,1,Base,Social,-0.1263462977073382,-0.08535592365089313,-0.09428988528491787,6.5
Bonk,-0.2074852202393529,Solana Holders,1,0,-0.2559870639605653,Meme,-0.514673608256551,0,1.244473287216884,1.3060495700465027,-1,Solana,Meme,-0.126371503753788,-0.08536579502289116,-0.09430161171643162,3.8
Particl,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Privacy,-0.3263387863077815,1,-0.5928865291911662,-0.5730485105682797,1,Particl,Privacy,-0.11376846795106409,-0.07495512845985994,-0.08301905611765929,2.0
Pepe,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Meme,-0.514673608256551,0,3.703931309180416,3.8626455980938252,1,Ethereum,Meme,-0.12637150377647346,-0.0853658001590863,-0.09430161680218797,3.5
QuadrigaCX,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Exchange,-0.3263387863077815,0,-0.40481032751160206,-0.41965274888544024,-1,Ethereum,Exchange,-0.12611944306243547,-0.08534209543316526,-0.09425859915260071,0.0
Redacted Cartel,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Governance,-0.514673608256551,1,-0.49161472828678554,-0.4835676495866233,1,Ethereum,DeFi,2.8983570949242017,0.3097261341327122,0.5314210287587575,2.5
SafeDollar,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Stablecoin,-0.514673608256551,0,-0.6073539293203635,-0.5858314907085163,1,Polygon,Stablecoin,-0.12385089661340808,-0.08516430406237838,-0.09390663016403261,0.0
SafeMoon,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Reflection,-0.3263387863077815,0,2.835887301428581,2.584347584070164,1,BNB Chain,DeFi,-0.12637150377647346,-0.0853657996652214,-0.09430161631334215,1.5
Saitama Inu,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Meme,-0.514673608256551,0,0.28962487868986575,0.3473260595287566,1,Ethereum,Meme,-0.12637150377897163,-0.08536580091766283,-0.09430161755324894,1.5
Samoyedcoin,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Meme,-0.514673608256551,0,-0.11546232492765715,-0.1000782453795249,1,Solana,Meme,-0.1263702182693396,-0.08532234083641116,-0.09425849942805395,2.2
Secret Network,-0.19962635930100112,Unknown,1,1,-0.2559870639605653,Privacy,-0.1380039643590121,2,-0.20226672570284063,-0.22790804678189103,1,Secret,Privacy,-0.12561532162931827,-0.0831987216853455,-0.09209790063944652,4.2
Shiba Inu,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Meme,-0.514673608256551,0,8.62284735310748,8.97583765418847,1,Ethereum,Meme,-0.1263715037787874,-0.08536578514559277,-0.09430160194145462,4.5
Socios,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,"Governance, Sports",0.050330857589757354,1,0.0870812768811043,0.02775155602284125,1,Chiliz,Sports,-0.11376846795106409,-0.07375207351753531,-0.0818282277063372,7.8
PIVX,-0.2074852202393529,Staking,1,0,-0.2559870639605653,Privacy,-0.23217137533339682,1,-0.52054952854518,-0.5155250999372148,-1,PIVX,Privacy,-0.1263462977073382,-0.08259028010531926,-0.09155234870716596,2.2
Squid Game,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Gaming,-0.514673608256551,0,-0.3469407269948131,-0.2918229474830741,1,BNB Chain,Gaming,-0.1263462977073382,0.47997124895953847,0.46529192195662045,0.0
Temple DAO,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Reserve Currency,-0.514673608256551,1,-0.46267992802839103,-0.4516101992360318,1,Ethereum,DeFi,-0.1255397034143507,-0.08528678256225379,-0.09415887460583974,1.8
Terra UST,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Stablecoin,-0.514673608256551,2,0.6657772820489941,0.6669005630346719,1,Terra,Stablecoin,-0.12385089661340808,-0.08516627952205377,-0.09390858554730243,0.2
TerraUSD,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Stablecoin,-0.514673608256551,2,0.6657772820489941,0.6669005630346719,1,Terra,Stablecoin,-0.12385089661340808,-0.08516627952205377,-0.09390858554730243,0.2
Thodex Token,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Exchange,-0.23217137533339682,0,-0.2890711264780241,-0.2918229474830741,1,Ethereum,Exchange,-0.12606903091912375,-0.08533616905413903,-0.0942488222362516,0.0
Tornado Cash,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Privacy,-0.42050619728216626,2,-0.578419129061969,-0.560265530428043,1,Ethereum,Privacy,-0.05075328881141417,0.000961786866142976,-0.0029852188838123002,1.0
Verge,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Privacy,-0.3263387863077815,0,0.17388567765628776,0.1555813574252074,-1,Verge,Privacy,-0.12637148361413675,-0.08530653715900788,-0.09424295452213552,2.0
WalletConnect,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Infrastructure,-0.23217137533339682,2,-0.11546232492765715,-0.1000782453795249,0,Ethereum,Infrastructure,-0.12586738234587685,-0.08524727336874557,-0.09414518692295099,4.0
Wojak,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Meme,-0.514673608256551,0,0.0870812768811043,0.02775155602284125,1,Ethereum,Meme,-0.1263715036529637,-0.08536580085049719,-0.09430161747699073,2.0
Wonderland,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,Reserve Currency,-0.514673608256551,1,-0.11546232492765715,-0.1000782453795249,1,Avalanche,DeFi,6.008786337257321,1.9027368163832654,2.349536393039992,1.5
Yearn Finance,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,"Governance, Yield",-0.23217137533339682,2,-0.11546232492765715,-0.1000782453795249,1,Ethereum,DeFi,-0.0393349383513096,18.37244637560604,18.182677537748745,9.5
Luna Classic,3.721945248936545,Unknown,0,1,-0.2559870639605653,"Governance, Stablecoin",0.42700050148729624,2,1.244473287216884,1.3060495700465027,1,Terra,Layer 1,-0.12294347803379711,-0.06182227253773485,-0.07073142765009284,0.5
Terra,0.38192935013703183,Unknown,0,1,-0.2559870639605653,Stablecoin,0.42700050148729624,2,1.244473287216884,1.3060495700465027,-1,Terra,DeFi,-0.12606903091912375,-0.06182227253773485,-0.07097389517555087,0.5
Serum,-0.12889661085583493,Unknown,1,1,-0.2559870639605653,"Governance, Fee Reduction",-0.1380039643590121,2,-0.11546232492765715,-0.1000782453795249,1,Solana,DeFi,-0.1260942369907796,-0.08265547027460778,-0.09159732252237189,6.8
Jupiter,-0.050308001472316975,Trading,1,1,-0.2559870639605653,"Governance, Fee Sharing",0.050330857589757354,2,0.4632336802402327,0.3473260595287566,1,Solana,DeFi,-0.1255397034143507,-0.08511886848984394,-0.09399266702790482,7.6
Hop Protocol,-0.19373221359723725,Bridge Usage,1,1,5.318305034845417,Governance,-0.23217137533339682,1,-0.11546232492765715,-0.1000782453795249,-1,Ethereum,DeFi,-0.12599341270415618,-0.08530456169933247,-0.09421166995412497,5.8
FTX Token,3.3290022020189554,Unknown,0,1,-0.2559870639605653,"Exchange, Utility",3.2520228307188384,2,1.0419296854081226,0.9864750665405873,-1,Ethereum,Exchange,-0.12385089661340808,-0.0684874734825679,-0.07739928460018858,1.0
OliveX,-0.1992334162540835,Move-to-Earn,0,1,2.1630453562759926,"Governance, Utility",-0.23217137533339682,1,-0.2890711264780241,-0.2918229474830741,1,Polygon,Move-to-Earn,-0.12624547342071477,-0.08528480710257837,-0.09421166995412497,6.5
Optimism,0.38192935013703183,Unknown,1,1,-0.2559870639605653,Governance,0.2386656795385268,2,1.0419296854081226,0.794730364437038,-1,Ethereum,Layer 2,-0.1227670355322061,-0.08472970293378818,-0.09339236436406921,7.5
Pyth Network,-0.10924945850995545,Unknown,1,1,-0.2559870639605653,"Governance, Oracle",0.2386656795385268,2,0.0870812768811043,0.1555813574252074,0,Solana,Oracle,-0.1260942369907796,-0.08523344515101772,-0.09414909768949063,8.8
Livepeer,-0.17604977648594572,Staking,1,1,8.473564713414842,"Governance, Staking",-0.1380039643590121,2,-0.2890711264780241,-0.2918229474830741,-1,Ethereum,Web3,-0.1041901607218373,-0.06580084832401041,-0.07321476440276779,9.1
Celestia,0.0086334555653215,Testnet,1,1,-0.2559870639605653,"Governance, Staking",0.14449826856414208,2,0.28962487868986575,0.2834111588275735,1,Celestia,Layer 1,-0.12133028944782208,-0.08203122501717824,-0.09060985397111138,8.1
Sui,0.9713439205134167,Testnet,1,1,-0.2559870639605653,"Governance, Staking",1.180339789282374,2,0.5789728812738106,0.5390707616323058,0,Sui,Layer 1,-0.12322074482201158,-0.08493910165938164,-0.09363483188952723,7.8
Mango Markets,0.06757491260295997,Trading,1,1,2.1630453562759926,Governance,-0.3263387863077815,1,-0.2890711264780241,-0.2918229474830741,1,Solana,DeFi,-0.12599341270415618,-0.08526307704614887,-0.09417060690545868,7.3
Pangolin,-0.19766164406641315,Trading,1,1,2.1630453562759926,Governance,-0.3263387863077815,1,-0.2890711264780241,-0.2918229474830741,1,Avalanche,DeFi,-0.12259059303061508,-0.0847731630466472,-0.09342169511311656,6.5
Saber,-0.17722860562669848,Liquidity,1,1,2.1630453562759926,Governance,-0.3263387863077815,1,-0.37587552725320755,-0.3557378481842572,1,Solana,DeFi,-0.12627067949237064,-0.08530061077998165,-0.09422926840355336,7.9
Dotmoovs,-0.19373221359723725,Move-to-Earn,0,1,2.1630453562759926,"Governance, Utility",-0.1380039643590121,1,-0.20226672570284063,-0.22790804678189103,1,Ethereum,Move-to-Earn,-0.12632109163568234,-0.08532826721543739,-0.09426055453587054,6.7
Render,-0.08960230616407595,Unknown,1,1,-0.2559870639605653,"Governance, Utility",-0.04383655338462737,2,-0.11546232492765715,-0.16399314608070797,0,Ethereum,Web3,-0.12624547342071477,-0.0836372737332865,-0.09258088030709274,7.7
Jito,-0.1681909155475939,Staking,1,1,-0.2559870639605653,"Governance, Staking",-0.04383655338462737,2,-0.02865792415247367,-0.004205894327750287,0,Solana,DeFi,-0.12319553875035572,-0.08474945753054229,-0.09344515971235443,8.4
Lido,-0.19962635930100112,Unknown,1,1,2.1630453562759926,Governance,-0.1380039643590121,2,-0.11546232492765715,-0.1000782453795249,1,Ethereum,DeFi,-0.12334677518029086,-0.08392371538622094,-0.09263954180518744,8.7
Connext,-0.16033205460924213,Bridge Usage,1,1,8.473564713414842,Governance,-0.1380039643590121,1,-0.20226672570284063,-0.16399314608070797,-1,Ethereum,DeFi,-0.12574135198759756,-0.08528283164290296,-0.09417060690545868,5.5
Audius,-0.18587335265888547,Unknown,1,1,-0.2559870639605653,"Governance, Platform",-0.04383655338462737,2,0.0870812768811043,0.02775155602284125,1,Ethereum,Social,-0.12596820663250033,-0.08438004657124062,-0.09329459520057808,9.4
Walken,-0.20159107453558905,Move-to-Earn,0,1,2.1630453562759926,"Governance, Utility",-0.1380039643590121,1,-0.11546232492765715,-0.16399314608070797,-1,Solana,Move-to-Earn,-0.12627067949237064,-0.08535197273154231,-0.09428010836856876,5.3
Marinade Finance,-0.1956969288318252,Staking,1,1,3.7406751955607045,Governance,-0.28867182191802765,1,-0.3180059267364186,-0.32378039783366563,1,Solana,DeFi,-0.1255397034143507,-0.08499243907061771,-0.09386752249863614,6.7
Scroll,0.11865750870224664,Testnet,1,1,-0.2559870639605653,"Governance, Layer 2",0.14449826856414208,2,-0.11546232492765715,-0.1000782453795249,1,Ethereum,Layer 2,-0.12183441088093928,-0.08472377655476196,-0.0933141490332763,7.2
Sei,-0.08960230616407595,Testnet,1,1,-0.2559870639605653,"Governance, Staking",0.050330857589757354,2,0.0581464766227098,0.09166645672402432,0,Sei,Layer 1,-0.12606903091912375,-0.0851919604978341,-0.09410607925755453,7.4
dYdX,0.13437523057895023,Trading,1,1,-0.2559870639605653,"Governance, Fee Reduction",0.14449826856414208,2,0.28962487868986575,0.3473260595287566,1,Ethereum,DeFi,-0.1011654321231341,-0.07987797397098144,-0.08691417959114629,8.2
Casper,-0.15247319367089032,Unknown,0,1,-0.2559870639605653,"Governance, Layer 1",0.2386656795385268,1,-0.11546232492765715,-0.1000782453795249,1,Casper,Layer 1,-0.1262958855640265,-0.08510306481244066,-0.09403568545984091,4.8
Space ID,-0.1681909155475939,Domain,1,1,-0.2559870639605653,"Governance, Domain",-0.04383655338462737,1,0.00027687610592082063,-0.03616334467834182,0,BNB Chain,Domain,-0.12523723055448036,-0.08517813228010623,-0.09402786392676163,6.7
Mines of Dalarnia,-0.1925533844564845,Gaming,0,1,-0.2559870639605653,"Governance, Gaming",-0.04383655338462737,1,0.00027687610592082063,-0.03616334467834182,1,BNB Chain,Gaming,-0.12493475769461004,-0.0840145865312898,-0.09285267858159811,7.5
Somnium Space,-0.203555789770177,Metaverse,1,1,-0.2559870639605653,"Governance, Metaverse",-0.1380039643590121,1,-0.20226672570284063,-0.22790804678189103,0,Ethereum,Metaverse,-0.12579176413090928,-0.08044295543814868,-0.08938382866093249,8.7
Fitfi,-0.19373221359723725,Move-to-Earn,0,1,-0.2559870639605653,"Governance, Utility",-0.1380039643590121,1,0.0870812768811043,0.02775155602284125,-1,BNB Chain,Move-to-Earn,-0.1263462977073382,-0.08533814451381444,-0.09427228683548948,6.8
Step App,-0.1878380678934734,Move-to-Earn,0,1,-0.2559870639605653,"Governance, Utility",-0.04383655338462737,1,0.28962487868986575,0.3473260595287566,-1,Avalanche,Move-to-Earn,-0.12627067949237064,-0.08534604635251608,-0.0942742422187593,5.8
STEPVR,-0.17604977648594572,Move-to-Earn,0,1,2.1630453562759926,"Governance, Utility",-0.04383655338462737,1,-0.11546232492765715,-0.1000782453795249,-1,BNB Chain,Move-to-Earn,-0.1262958855640265,-0.0853499972718669,-0.09428010836856876,5.5
Treasure DAO,-0.17801449172053366,NFT,1,1,-0.2559870639605653,"Governance, NFT",-0.23217137533339682,1,-0.20226672570284063,-0.22790804678189103,-1,Arbitrum,NFT,-0.12223770802743303,-0.08426349445039145,-0.09288983086372475,7.1
Lens Protocol,-0.14854376320171442,Social,1,1,3.7406751955607045,"Governance, Social",0.050330857589757354,2,0.3764292794650492,0.1555813574252074,-1,Polygon,Social,-0.11376846795106409,-0.0836372737332865,-0.09161296558853047,6.2
Akash Network,-0.19491104273799,Staking,1,1,5.318305034845417,"Governance, Utility",-0.1380039643590121,1,-0.3180059267364186,-0.32378039783366563,1,Cosmos,Cloud,-0.11805350013256029,-0.08419632882142751,-0.0924987542097602,6.3
Aptos,1.1678154439722115,Testnet,1,1,-0.2559870639605653,"Governance, Staking",0.9920049673336045,2,0.4632336802402327,0.3473260595287566,-1,Aptos,Layer 1,-0.1036860392887201,-0.08143068527585363,-0.08864664916820929,6.5
Linea,0.38192935013703183,Testnet,1,1,-0.2559870639605653,"Governance, Layer 2",0.2386656795385268,2,0.00027687610592082063,-0.03616334467834182,1,Ethereum,Layer 2,-0.12435501804652528,-0.08504972740120459,-0.09383232559977935,6.5
Orca,-0.13675547179418673,Trading,1,1,2.1630453562759926,"Governance, Fee Sharing",-0.23217137533339682,1,-0.2601363262196296,-0.22790804678189103,1,Solana,DeFi,-0.11817953049083958,-0.08260608378272252,-0.09093444759390197,7.0
zkSync,0.5784008735958268,Unknown,1,1,-0.2559870639605653,"Governance, Layer 2",0.42700050148729624,2,0.28962487868986575,0.3473260595287566,0,Ethereum,Layer 2,-0.12259059303061508,-0.08472377655476196,-0.09337281053137099,7.0
Starknet,-0.011013696780557991,Testnet,1,1,-0.2559870639605653,"Governance, Staking",0.33283309051291154,2,0.17388567765628776,0.21949625812639045,1,Starknet,Layer 2,-0.12311992053538813,-0.08488378878847017,-0.0935722596248929,9.3
Injective,-0.16033205460924213,Trading,1,1,-0.2559870639605653,"Governance, Staking",-0.04383655338462737,2,-0.11546232492765715,-0.06812079502893335,1,Injective,DeFi,-0.10872725361989209,-0.07665402378071247,-0.08430960907574232,8.6
Worldcoin,0.24439928371587538,Biometric,1,1,-0.2559870639605653,"Governance, Identity",0.9920049673336045,2,3.703931309180416,3.8626455980938252,1,Ethereum,Identity,-0.12208647159749787,-0.08388420619271274,-0.09250266497629984,3.5
Aleph.im,-0.19294632750340207,Unknown,0,1,2.1630453562759926,"Utility, Cloud",-0.23217137533339682,1,-0.37587552725320755,-0.3557378481842572,1,Ethereum,Cloud,-0.1262202673490589,-0.08524727336874557,-0.0941725622887285,6.7
Across Protocol,-0.1878380678934734,Bridge Usage,1,1,-0.2559870639605653,"Governance, Bridge",-0.3263387863077815,1,-0.37587552725320755,-0.3557378481842572,-1,Ethereum,DeFi,-0.12611944306243547,-0.0853302426751128,-0.09424686685298178,5.0
Avalanche,-0.042449140533965174,Unknown,0,1,-0.2559870639605653,"Governance, Layer 1",0.42700050148729624,2,0.28962487868986575,0.3473260595287566,1,Avalanche,Layer 1,-0.12511120019620106,-0.056480629575426454,-0.06561223424969677,9.0
Crust Network,-0.1956969288318252,Unknown,0,1,-0.2559870639605653,"Utility, Storage",-0.1380039643590121,1,-0.37587552725320755,-0.3557378481842572,1,Polkadot,Storage,-0.11502877153385709,-0.055141267915498525,-0.0635043310848278,7.3
Cudos,-0.17526389039211052,Unknown,0,1,2.1630453562759926,"Utility, Cloud",-0.1380039643590121,1,-0.2890711264780241,-0.2918229474830741,1,Ethereum,Cloud,-0.1263462977073382,-0.08535592365089313,-0.09428988528491787,6.3
DIA,-0.14854376320171442,Unknown,0,1,2.1630453562759926,"Utility, Oracle",-0.04383655338462737,1,-0.2890711264780241,-0.2918229474830741,1,Ethereum,Oracle,-0.12566573377263,-0.08428917542617177,-0.09318118297092835,7.3
Synapse,-0.16033205460924213,Bridge Usage,1,1,-0.2559870639605653,"Governance, Bridge",-0.23217137533339682,1,-0.2890711264780241,-0.2918229474830741,1,Multi-chain,DeFi,-0.12334677518029086,-0.08457759253878162,-0.09328677366749878,6.8
EOS,16.296122750299418,Unknown,0,1,-0.2559870639605653,"Governance, Layer 1",1.3686746112311434,1,0.28962487868986575,0.3473260595287566,1,EOS,Layer 1,-0.12387610268506392,-0.0808439737522569,-0.08963216233619999,4.2
Filecoin,0.802378410338853,Unknown,0,1,-0.2559870639605653,"Utility, Storage",0.42700050148729624,2,0.6657772820489941,0.6669005630346719,1,Filecoin,Storage,-0.060835717473758155,-0.038499995609845426,-0.042828108389721564,8.8
Flux,-0.19962635930100112,Unknown,0,1,-0.2559870639605653,"Utility, Cloud",-0.04383655338462737,2,-0.20226672570284063,-0.22790804678189103,-1,Flux,Cloud,-0.1263462977073382,-0.08454203426462424,-0.09348426737775088,8.1
Loopring,-0.030660849126437482,Unknown,0,1,-0.2559870639605653,"Governance, Layer 2",-0.04383655338462737,2,-0.11546232492765715,-0.1000782453795249,-1,Ethereum,Layer 2,-0.12632109163568234,-0.08460919989358819,-0.09354879502565504,8.0
Numeraire,-0.16426148507841803,Data Science,1,1,-0.2559870639605653,"Utility, AI",-0.23217137533339682,2,-0.2890711264780241,-0.2918229474830741,-1,Ethereum,AI,-0.09100738524582253,-0.05208128087828857,-0.058611962143731156,7.6
Solana Name Service,-0.2074852202393529,Domain,1,0,-0.2559870639605653,"Governance, Domain",-0.23217137533339682,1,-0.2890711264780241,-0.2918229474830741,1,Solana,Domain,-0.12422898768824597,-0.08480477040145377,-0.0935800811579722,6.9
Polkadot,0.36228219779115234,Unknown,0,1,-0.2559870639605653,"Governance, Staking",0.42700050148729624,2,0.6657772820489941,0.6669005630346719,1,Polkadot,Layer 1,-0.1104916786358023,-0.07554974182215833,-0.08335342665679898,8.5
Tezos,0.7041426486094555,Unknown,0,1,-0.2559870639605653,"Governance, Layer 1",0.6153353234360657,2,0.00027687610592082063,-0.03616334467834182,1,Tezos,Layer 1,-0.12518681841116866,-0.08356418172529634,-0.09242640502877676,4.8
Umbrella Network,-0.1878380678934734,Unknown,0,1,2.1630453562759926,"Governance, Oracle",-0.23217137533339682,1,-0.2890711264780241,-0.2918229474830741,1,Ethereum,Oracle,-0.12480872733633075,-0.08436424289383736,-0.09318900450400765,6.5
ZKSpace,-0.17408506125135778,Unknown,0,1,2.1630453562759926,"Governance, Layer 2",-0.04383655338462737,1,-0.2890711264780241,-0.2918229474830741,-1,Ethereum,Layer 2,-0.12627067949237064,-0.08534209543316526,-0.09427033145221964,6.0
1inch,-0.16033205460924213,Unknown,1,1,-0.2559870639605653,Governance,-0.1380039643590121,2,0.6657772820489941,0.5390707616323058,1,Ethereum,DeFi,-0.12006998586502908,-0.08381111418472258,-0.09227388513373057,7.8
Decentral Games,-0.17997920695512162,Gaming,1,1,-0.2559870639605653,"Governance, Gaming",-0.04383655338462737,1,-0.11546232492765715,-0.1000782453795249,1,Polygon,Gaming,-0.12619506127740304,-0.08525122428809641,-0.09417451767199833,7.3
Alchemix,-0.20552050500476496,Unknown,1,1,-0.2559870639605653,"Governance, Lending",-0.3263387863077815,1,-0.3469407269948131,-0.3557378481842572,1,Ethereum,DeFi,0.06267403363995568,0.3554185164249435,0.35666842593469433,8.1
Gods Unchained,-0.14854376320171442,Gaming,1,1,-0.2559870639605653,"Governance, Gaming",0.2386656795385268,2,0.28962487868986575,0.3473260595287566,1,Ethereum,Gaming,-0.12498516983792178,-0.08359381362042748,-0.09244009271166552,8.2
Merit Circle,-0.18980278312806137,Gaming,1,1,-0.2559870639605653,"Governance, Gaming",-0.04383655338462737,1,-0.11546232492765715,-0.1000782453795249,1,Ethereum,Gaming,-0.12314512660704399,-0.08392766630557177,-0.0926278095055685,7.8
The Graph,-0.1681909155475939,Indexing,1,1,-0.2559870639605653,"Governance, Indexing",0.050330857589757354,2,0.17388567765628776,0.1555813574252074,1,Ethereum,Web3,-0.1257161459159417,-0.08479686856275212,-0.09368762723781246,8.7
SushiSwap,-0.2074852202393529,Liquidity,1,0,-0.2559870639605653,"Governance, AMM",-0.1380039643590121,2,0.0870812768811043,0.02775155602284125,1,Ethereum,DeFi,-0.12518681841116866,-0.0807471762281618,-0.08963802848600944,8.5
Bloktopia,-0.1909816122688141,Metaverse,0,1,2.1630453562759926,"Governance, Metaverse",0.050330857589757354,1,0.0870812768811043,0.02775155602284125,1,Polygon,Metaverse,-0.1263624043871263,-0.08533221813478821,-0.09426767017558942,7.9
Metahero,-0.1681909155475939,Metaverse,0,1,2.1630453562759926,"Governance, Metaverse",-0.04383655338462737,1,0.28962487868986575,0.3473260595287566,1,BNB Chain,Metaverse,-0.1263639419574973,-0.08531641445738493,-0.09425214638781029,7.6
Centrifuge,-0.18980278312806137,Unknown,1,1,-0.2559870639605653,"Governance, DeFi",-0.04383655338462737,1,-0.3469407269948131,-0.3557378481842572,1,Polkadot,DeFi,-0.1255397034143507,-0.08490551884489968,-0.09378148563476395,7.2
